model,scope,cohort,metric,estimate,lower,upper,finite_replicates,replicates
artifactnet,sources,aime_stable_audio_v1,specificity,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,AUROC,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,F1,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,FN,3.0,0.0,7.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,FPR,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,TP,47.0,43.0,50.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,TPR,0.94,0.86,1.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,all_attempt_correctness,0.94,0.86,1.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,attempted,50.0,50.0,50.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,balanced_accuracy,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,macro_FPR,,,,0,2000
artifactnet,sources,aime_stable_audio_v2,macro_TPR,0.94,0.86,1.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,scored,50.0,50.0,50.0,2000,2000
artifactnet,sources,aime_stable_audio_v2,specificity,,,,0,2000
artifactnet,sources,aime_suno_v3,AUROC,,,,0,2000
artifactnet,sources,aime_suno_v3,F1,,,,0,2000
artifactnet,sources,aime_suno_v3,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v3,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v3,FPR,,,,0,2000
artifactnet,sources,aime_suno_v3,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v3,TP,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_suno_v3,TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v3,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v3,attempted,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_suno_v3,balanced_accuracy,,,,0,2000
artifactnet,sources,aime_suno_v3,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v3,macro_FPR,,,,0,2000
artifactnet,sources,aime_suno_v3,macro_TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v3,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v3,scored,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_suno_v3,specificity,,,,0,2000
artifactnet,sources,aime_suno_v35,AUROC,,,,0,2000
artifactnet,sources,aime_suno_v35,F1,,,,0,2000
artifactnet,sources,aime_suno_v35,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v35,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v35,FPR,,,,0,2000
artifactnet,sources,aime_suno_v35,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_suno_v35,TP,29.0,27.0,30.0,2000,2000
artifactnet,sources,aime_suno_v35,TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v35,all_attempt_correctness,0.9666666666666667,0.9,1.0,2000,2000
artifactnet,sources,aime_suno_v35,attempted,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_suno_v35,balanced_accuracy,,,,0,2000
artifactnet,sources,aime_suno_v35,coverage,0.9666666666666667,0.9,1.0,2000,2000
artifactnet,sources,aime_suno_v35,macro_FPR,,,,0,2000
artifactnet,sources,aime_suno_v35,macro_TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v35,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_suno_v35,scored,29.0,27.0,30.0,2000,2000
artifactnet,sources,aime_suno_v35,specificity,,,,0,2000
artifactnet,sources,aime_udio,AUROC,,,,0,2000
artifactnet,sources,aime_udio,F1,,,,0,2000
artifactnet,sources,aime_udio,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_udio,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_udio,FPR,,,,0,2000
artifactnet,sources,aime_udio,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,aime_udio,TP,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_udio,TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_udio,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_udio,attempted,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_udio,balanced_accuracy,,,,0,2000
artifactnet,sources,aime_udio,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_udio,macro_FPR,,,,0,2000
artifactnet,sources,aime_udio,macro_TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_udio,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,aime_udio,scored,30.0,30.0,30.0,2000,2000
artifactnet,sources,aime_udio,specificity,,,,0,2000
artifactnet,sources,fma_hardneg,AUROC,,,,0,2000
artifactnet,sources,fma_hardneg,F1,,,,0,2000
artifactnet,sources,fma_hardneg,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,fma_hardneg,FP,2.0,0.0,5.0,2000,2000
artifactnet,sources,fma_hardneg,FPR,0.013333333333333334,0.0,0.03333333333333333,2000,2000
artifactnet,sources,fma_hardneg,TN,148.0,145.0,150.0,2000,2000
artifactnet,sources,fma_hardneg,TP,0.0,0.0,0.0,2000,2000
artifactnet,sources,fma_hardneg,TPR,,,,0,2000
artifactnet,sources,fma_hardneg,all_attempt_correctness,0.9866666666666667,0.9666666666666667,1.0,2000,2000
artifactnet,sources,fma_hardneg,attempted,150.0,150.0,150.0,2000,2000
artifactnet,sources,fma_hardneg,balanced_accuracy,,,,0,2000
artifactnet,sources,fma_hardneg,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,fma_hardneg,macro_FPR,0.013333333333333334,0.0,0.03333333333333333,2000,2000
artifactnet,sources,fma_hardneg,macro_TPR,,,,0,2000
artifactnet,sources,fma_hardneg,precision,0.0,0.0,0.0,1724,2000
artifactnet,sources,fma_hardneg,scored,150.0,150.0,150.0,2000,2000
artifactnet,sources,fma_hardneg,specificity,0.9866666666666667,0.9666666666666667,1.0,2000,2000
artifactnet,sources,mom_diffrythm,AUROC,,,,0,2000
artifactnet,sources,mom_diffrythm,F1,,,,0,2000
artifactnet,sources,mom_diffrythm,FN,6.0,2.0,11.0,2000,2000
artifactnet,sources,mom_diffrythm,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_diffrythm,FPR,,,,0,2000
artifactnet,sources,mom_diffrythm,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_diffrythm,TP,94.0,89.0,98.0,2000,2000
artifactnet,sources,mom_diffrythm,TPR,0.94,0.89,0.98,2000,2000
artifactnet,sources,mom_diffrythm,all_attempt_correctness,0.94,0.89,0.98,2000,2000
artifactnet,sources,mom_diffrythm,attempted,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_diffrythm,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_diffrythm,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_diffrythm,macro_FPR,,,,0,2000
artifactnet,sources,mom_diffrythm,macro_TPR,0.94,0.89,0.98,2000,2000
artifactnet,sources,mom_diffrythm,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_diffrythm,scored,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_diffrythm,specificity,,,,0,2000
artifactnet,sources,mom_extra_real,AUROC,,,,0,2000
artifactnet,sources,mom_extra_real,F1,,,,0,2000
artifactnet,sources,mom_extra_real,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_extra_real,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_extra_real,FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_extra_real,TN,88.0,88.0,88.0,2000,2000
artifactnet,sources,mom_extra_real,TP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_extra_real,TPR,,,,0,2000
artifactnet,sources,mom_extra_real,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_extra_real,attempted,88.0,88.0,88.0,2000,2000
artifactnet,sources,mom_extra_real,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_extra_real,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_extra_real,macro_FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_extra_real,macro_TPR,,,,0,2000
artifactnet,sources,mom_extra_real,precision,,,,0,2000
artifactnet,sources,mom_extra_real,scored,88.0,88.0,88.0,2000,2000
artifactnet,sources,mom_extra_real,specificity,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real,AUROC,,,,0,2000
artifactnet,sources,mom_real,F1,,,,0,2000
artifactnet,sources,mom_real,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real,FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real,TN,186.0,186.0,186.0,2000,2000
artifactnet,sources,mom_real,TP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real,TPR,,,,0,2000
artifactnet,sources,mom_real,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real,attempted,186.0,186.0,186.0,2000,2000
artifactnet,sources,mom_real,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_real,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real,macro_FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real,macro_TPR,,,,0,2000
artifactnet,sources,mom_real,precision,,,,0,2000
artifactnet,sources,mom_real,scored,186.0,186.0,186.0,2000,2000
artifactnet,sources,mom_real,specificity,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real_wav,AUROC,,,,0,2000
artifactnet,sources,mom_real_wav,F1,,,,0,2000
artifactnet,sources,mom_real_wav,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real_wav,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real_wav,FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real_wav,TN,28.0,28.0,28.0,2000,2000
artifactnet,sources,mom_real_wav,TP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real_wav,TPR,,,,0,2000
artifactnet,sources,mom_real_wav,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real_wav,attempted,28.0,28.0,28.0,2000,2000
artifactnet,sources,mom_real_wav,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_real_wav,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_real_wav,macro_FPR,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_real_wav,macro_TPR,,,,0,2000
artifactnet,sources,mom_real_wav,precision,,,,0,2000
artifactnet,sources,mom_real_wav,scored,28.0,28.0,28.0,2000,2000
artifactnet,sources,mom_real_wav,specificity,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,AUROC,,,,0,2000
artifactnet,sources,mom_riffusion,F1,,,,0,2000
artifactnet,sources,mom_riffusion,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_riffusion,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_riffusion,FPR,,,,0,2000
artifactnet,sources,mom_riffusion,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_riffusion,TP,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_riffusion,TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,attempted,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_riffusion,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_riffusion,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,macro_FPR,,,,0,2000
artifactnet,sources,mom_riffusion,macro_TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_riffusion,scored,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_riffusion,specificity,,,,0,2000
artifactnet,sources,mom_udio,AUROC,,,,0,2000
artifactnet,sources,mom_udio,F1,,,,0,2000
artifactnet,sources,mom_udio,FN,4.0,1.0,8.0,2000,2000
artifactnet,sources,mom_udio,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_udio,FPR,,,,0,2000
artifactnet,sources,mom_udio,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_udio,TP,96.0,92.0,99.0,2000,2000
artifactnet,sources,mom_udio,TPR,0.96,0.92,0.99,2000,2000
artifactnet,sources,mom_udio,all_attempt_correctness,0.96,0.92,0.99,2000,2000
artifactnet,sources,mom_udio,attempted,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_udio,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_udio,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_udio,macro_FPR,,,,0,2000
artifactnet,sources,mom_udio,macro_TPR,0.96,0.92,0.99,2000,2000
artifactnet,sources,mom_udio,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_udio,scored,100.0,100.0,100.0,2000,2000
artifactnet,sources,mom_udio,specificity,,,,0,2000
artifactnet,sources,mom_yue,AUROC,,,,0,2000
artifactnet,sources,mom_yue,F1,,,,0,2000
artifactnet,sources,mom_yue,FN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_yue,FP,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_yue,FPR,,,,0,2000
artifactnet,sources,mom_yue,TN,0.0,0.0,0.0,2000,2000
artifactnet,sources,mom_yue,TP,100.0,99.0,102.0,2000,2000
artifactnet,sources,mom_yue,TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_yue,all_attempt_correctness,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_yue,attempted,100.0,99.0,102.0,2000,2000
artifactnet,sources,mom_yue,balanced_accuracy,,,,0,2000
artifactnet,sources,mom_yue,coverage,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_yue,macro_FPR,,,,0,2000
artifactnet,sources,mom_yue,macro_TPR,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_yue,precision,1.0,1.0,1.0,2000,2000
artifactnet,sources,mom_yue,scored,100.0,99.0,102.0,2000,2000
artifactnet,sources,mom_yue,specificity,,,,0,2000
